@relation abalone
@attribute Sex {M, F, I}
@attribute Length real [0.075, 0.815]
@attribute Diameter real [0.055, 0.65]
@attribute Height real [0.0, 1.13]
@attribute Whole_weight real [0.0020, 2.8255]
@attribute Shucked_weight real [0.0010, 1.488]
@attribute Viscera_weight real [5.0E-4, 0.76]
@attribute Shell_weight real [0.0015, 1.005]
@attribute Rings {15, 7, 9, 10, 8, 20, 16, 19, 14, 11, 12, 18, 13, 5, 4, 6, 21, 17, 22, 1, 3, 26, 23, 29, 2, 27, 25, 24, unlabeled}
@inputs Sex, Length, Diameter, Height, Whole_weight, Shucked_weight, Viscera_weight, Shell_weight
@outputs Rings
@data
M, 0.5199999999999999, 0.4, 0.12000000000000001, 0.823, 0.298, 0.1805, 0.265, unlabeled
F, 0.66, 0.505, 0.19, 1.4045, 0.6255, 0.3375, 0.3745, unlabeled
M, 0.465, 0.36000000000000004, 0.08, 0.488, 0.191, 0.125, 0.155, unlabeled
F, 0.45, 0.36000000000000004, 0.125, 0.5065, 0.222, 0.105, 0.16, unlabeled
M, 0.63, 0.48, 0.185, 1.21, 0.53, 0.2555, 0.322, unlabeled
I, 0.5349999999999999, 0.4, 0.135, 0.6025, 0.2895, 0.121, 0.154, unlabeled
F, 0.57, 0.45, 0.165, 0.9029999999999999, 0.3305, 0.1845, 0.295, unlabeled
F, 0.53, 0.385, 0.125, 0.6695, 0.289, 0.151, 0.18, unlabeled
M, 0.545, 0.42, 0.13, 0.8789999999999999, 0.374, 0.1695, 0.23, unlabeled
F, 0.59, 0.44499999999999995, 0.13, 1.1325, 0.38249999999999995, 0.234, 0.32, unlabeled
M, 0.47, 0.39000000000000007, 0.15, 0.6355, 0.2185, 0.0885, 0.255, unlabeled
F, 0.545, 0.42, 0.17499999999999996, 0.754, 0.256, 0.1775, 0.275, unlabeled
I, 0.48999999999999994, 0.37, 0.11, 0.538, 0.271, 0.10349999999999998, 0.139, unlabeled
M, 0.66, 0.485, 0.155, 1.2275, 0.61, 0.274, 0.3, unlabeled
F, 0.565, 0.455, 0.15, 0.8205000000000001, 0.365, 0.159, 0.26, unlabeled
F, 0.55, 0.42999999999999994, 0.125, 0.9229999999999999, 0.4035, 0.175, 0.283, unlabeled
I, 0.385, 0.295, 0.08499999999999999, 0.2535, 0.103, 0.0575, 0.085, unlabeled
M, 0.48999999999999994, 0.39000000000000007, 0.15, 0.573, 0.22500000000000003, 0.124, 0.17, unlabeled
F, 0.51, 0.4, 0.13, 0.5735, 0.219, 0.1365, 0.195, unlabeled
F, 0.6, 0.475, 0.155, 1.21, 0.653, 0.1695, 0.3205, unlabeled
I, 0.4, 0.295, 0.095, 0.252, 0.11050000000000001, 0.0575, 0.066, unlabeled
M, 0.46, 0.35, 0.12000000000000001, 0.515, 0.22399999999999998, 0.10800000000000001, 0.1565, unlabeled
I, 0.415, 0.32, 0.115, 0.3045, 0.12150000000000001, 0.0735, 0.094, unlabeled
I, 0.27, 0.195, 0.065, 0.1065, 0.0475, 0.0225, 0.0285, unlabeled
I, 0.21000000000000002, 0.15, 0.05, 0.042, 0.0175, 0.012499999999999999, 0.015, unlabeled
I, 0.47, 0.35, 0.135, 0.567, 0.23149999999999998, 0.1465, 0.1525, unlabeled
I, 0.42, 0.315, 0.115, 0.355, 0.1895, 0.065, 0.087, unlabeled
M, 0.47, 0.37500000000000006, 0.13, 0.5795, 0.2145, 0.164, 0.195, unlabeled
I, 0.31, 0.24, 0.105, 0.2885, 0.118, 0.065, 0.083, unlabeled
I, 0.495, 0.37500000000000006, 0.12000000000000001, 0.589, 0.3075, 0.1215, 0.1405, unlabeled
I, 0.56, 0.44, 0.155, 0.811, 0.3685, 0.178, 0.235, unlabeled
F, 0.62, 0.485, 0.165, 1.166, 0.48300000000000004, 0.23800000000000002, 0.355, unlabeled
I, 0.27, 0.195, 0.07, 0.102, 0.045, 0.0135, 0.034, unlabeled
F, 0.58, 0.45, 0.155, 0.9299999999999999, 0.38499999999999995, 0.24600000000000002, 0.265, unlabeled
I, 0.42, 0.305, 0.11, 0.28, 0.094, 0.0785, 0.0955, unlabeled
I, 0.20500000000000002, 0.15, 0.065, 0.04, 0.02, 0.011, 0.013, unlabeled
F, 0.56, 0.44499999999999995, 0.155, 1.224, 0.5565, 0.3225, 0.2695, unlabeled
I, 0.605, 0.47, 0.14, 0.939, 0.3385, 0.20099999999999998, 0.32, unlabeled
F, 0.565, 0.48, 0.17499999999999996, 0.957, 0.3885, 0.21500000000000002, 0.275, unlabeled
I, 0.5199999999999999, 0.4, 0.13, 0.5825, 0.233, 0.1365, 0.18, unlabeled
F, 0.67, 0.515, 0.16999999999999998, 1.4265, 0.6605, 0.3395, 0.37, unlabeled
I, 0.43, 0.33, 0.095, 0.32, 0.118, 0.065, 0.123, unlabeled
F, 0.57, 0.455, 0.15, 1.107, 0.54, 0.255, 0.26999999999999996, unlabeled
I, 0.25, 0.18, 0.065, 0.0685, 0.024499999999999997, 0.0155, 0.0225, unlabeled
F, 0.72, 0.58, 0.195, 2.103, 1.0265, 0.48, 0.5375, unlabeled
F, 0.495, 0.385, 0.13, 0.6905, 0.3125, 0.179, 0.175, unlabeled
M, 0.62, 0.49, 0.19, 1.218, 0.5455, 0.2965, 0.355, unlabeled
F, 0.58, 0.45999999999999996, 0.15, 1.1155, 0.5575, 0.2255, 0.29, unlabeled
M, 0.615, 0.47, 0.145, 1.0285, 0.4435, 0.2825, 0.285, unlabeled
I, 0.57, 0.44, 0.13, 0.7665000000000001, 0.347, 0.1785, 0.202, unlabeled
M, 0.53, 0.42, 0.165, 0.8945, 0.319, 0.239, 0.245, unlabeled
F, 0.37, 0.2800000000000001, 0.11, 0.23049999999999998, 0.0945, 0.0465, 0.075, unlabeled
M, 0.525, 0.395, 0.165, 0.782, 0.285, 0.1405, 0.285, unlabeled
I, 0.465, 0.345, 0.11, 0.393, 0.1825, 0.0735, 0.12, unlabeled
I, 0.33, 0.245, 0.065, 0.1445, 0.057999999999999996, 0.032, 0.0505, unlabeled
M, 0.595, 0.465, 0.125, 0.799, 0.3245, 0.19999999999999998, 0.23, unlabeled
M, 0.545, 0.41, 0.12000000000000001, 0.793, 0.43399999999999994, 0.1405, 0.19, unlabeled
M, 0.655, 0.51, 0.215, 1.7835, 0.8884999999999998, 0.4095, 0.4195, unlabeled
M, 0.55, 0.42, 0.145, 0.7385, 0.321, 0.1485, 0.252, unlabeled
M, 0.665, 0.515, 0.2, 1.2695, 0.5115, 0.2675, 0.436, unlabeled
I, 0.32, 0.205, 0.08, 0.181, 0.088, 0.034, 0.0495, unlabeled
F, 0.625, 0.505, 0.17499999999999996, 1.15, 0.5475, 0.256, 0.3045, unlabeled
I, 0.395, 0.295, 0.1, 0.2715, 0.134, 0.0325, 0.085, unlabeled
M, 0.6, 0.475, 0.17499999999999996, 1.11, 0.5105, 0.256, 0.285, unlabeled
F, 0.585, 0.475, 0.185, 0.9585, 0.4145, 0.1615, 0.33, unlabeled
M, 0.5049999999999999, 0.4050000000000001, 0.14, 0.875, 0.2665, 0.174, 0.285, unlabeled
M, 0.335, 0.255, 0.075, 0.1635, 0.0615, 0.0345, 0.057, unlabeled
F, 0.605, 0.465, 0.155, 1.1, 0.547, 0.2665, 0.2585, unlabeled
M, 0.62, 0.485, 0.145, 1.003, 0.4655, 0.2195, 0.28, unlabeled
M, 0.645, 0.49, 0.17499999999999996, 1.32, 0.6525, 0.23750000000000002, 0.3385, unlabeled
I, 0.515, 0.395, 0.125, 0.6635, 0.32, 0.14, 0.17, unlabeled
F, 0.645, 0.51, 0.18, 1.6195, 0.7815, 0.322, 0.4675, unlabeled
I, 0.275, 0.205, 0.065, 0.101, 0.041, 0.021, 0.034, unlabeled
M, 0.41, 0.325, 0.1, 0.3555, 0.146, 0.072, 0.105, unlabeled
F, 0.53, 0.42, 0.14, 0.627, 0.2905, 0.11650000000000002, 0.183, unlabeled
F, 0.405, 0.325, 0.11, 0.3555, 0.151, 0.063, 0.117, unlabeled
I, 0.57, 0.42999999999999994, 0.145, 0.833, 0.354, 0.144, 0.2815, unlabeled
M, 0.56, 0.42, 0.195, 0.8085000000000001, 0.3025, 0.1795, 0.285, unlabeled
F, 0.615, 0.52, 0.15, 1.3435, 0.629, 0.2605, 0.345, unlabeled
I, 0.41, 0.30000000000000004, 0.115, 0.2595, 0.09699999999999999, 0.0515, 0.08, unlabeled
M, 0.5049999999999999, 0.41, 0.125, 0.642, 0.289, 0.133, 0.155, unlabeled
M, 0.5, 0.385, 0.145, 0.7615000000000001, 0.24599999999999997, 0.195, 0.204, unlabeled
M, 0.35, 0.255, 0.08499999999999999, 0.2145, 0.10000000000000002, 0.0465, 0.06, unlabeled
M, 0.45, 0.335, 0.125, 0.44749999999999995, 0.2165, 0.126, 0.11, unlabeled
M, 0.625, 0.515, 0.165, 1.217, 0.667, 0.20649999999999996, 0.3115, unlabeled
F, 0.645, 0.515, 0.17499999999999996, 1.546, 0.7035, 0.365, 0.415, unlabeled
F, 0.745, 0.57, 0.215, 2.25, 1.1565, 0.44600000000000006, 0.558, unlabeled
M, 0.485, 0.39000000000000007, 0.08499999999999999, 0.6435, 0.2945, 0.10299999999999998, 0.198, unlabeled
F, 0.575, 0.45999999999999996, 0.15, 0.9269999999999999, 0.333, 0.20700000000000002, 0.2985, unlabeled
M, 0.57, 0.45, 0.14, 0.795, 0.3385, 0.148, 0.245, unlabeled
I, 0.565, 0.42999999999999994, 0.135, 0.8545, 0.321, 0.1775, 0.275, unlabeled
M, 0.51, 0.4050000000000001, 0.13, 0.7175, 0.3725, 0.158, 0.17, unlabeled
I, 0.48, 0.355, 0.11, 0.44949999999999996, 0.201, 0.089, 0.14, unlabeled
F, 0.405, 0.305, 0.095, 0.3485, 0.1455, 0.0895, 0.1, unlabeled
F, 0.73, 0.56, 0.19, 1.9425, 0.7989999999999999, 0.5195, 0.5655, unlabeled
I, 0.495, 0.33, 0.1, 0.44, 0.177, 0.095, 0.15, unlabeled
F, 0.675, 0.51, 0.15, 1.1965, 0.475, 0.304, 0.386, unlabeled
F, 0.575, 0.435, 0.155, 0.8975, 0.4115, 0.23250000000000004, 0.23, unlabeled
M, 0.445, 0.345, 0.09, 0.3795, 0.143, 0.074, 0.125, unlabeled
F, 0.615, 0.5, 0.205, 1.1055, 0.44449999999999995, 0.227, 0.39, unlabeled
F, 0.625, 0.49, 0.165, 1.127, 0.477, 0.23649999999999996, 0.3185, unlabeled
M, 0.71, 0.57, 0.195, 1.348, 0.8984999999999999, 0.44349999999999995, 0.4535, unlabeled
F, 0.305, 0.225, 0.07, 0.1485, 0.0585, 0.0335, 0.045, unlabeled
I, 0.525, 0.4050000000000001, 0.125, 0.657, 0.2985, 0.1505, 0.168, unlabeled
I, 0.51, 0.37500000000000006, 0.1, 0.5785, 0.238, 0.12249999999999998, 0.175, unlabeled
M, 0.645, 0.495, 0.185, 1.4935000000000003, 0.5265, 0.2785, 0.455, unlabeled
I, 0.46, 0.365, 0.11, 0.44949999999999996, 0.1755, 0.102, 0.15, unlabeled
M, 0.39, 0.28500000000000003, 0.095, 0.271, 0.11, 0.06, 0.08, unlabeled
F, 0.63, 0.5, 0.18, 1.1965, 0.514, 0.23250000000000004, 0.3995, unlabeled
I, 0.33, 0.225, 0.075, 0.187, 0.0945, 0.0395, 0.0425, unlabeled
I, 0.35, 0.265, 0.08, 0.192, 0.081, 0.0465, 0.053, unlabeled
M, 0.59, 0.47, 0.15, 0.861, 0.413, 0.164, 0.249, unlabeled
F, 0.615, 0.48, 0.165, 1.1615, 0.513, 0.301, 0.305, unlabeled
I, 0.34, 0.26, 0.08499999999999999, 0.1885, 0.0815, 0.0335, 0.06, unlabeled
I, 0.365, 0.275, 0.08499999999999999, 0.22299999999999998, 0.098, 0.0375, 0.075, unlabeled
M, 0.595, 0.435, 0.16, 1.057, 0.4255, 0.22400000000000003, 0.31, unlabeled
M, 0.67, 0.51, 0.17499999999999996, 1.5265, 0.651, 0.44750000000000006, 0.345, unlabeled
M, 0.735, 0.585, 0.185, 2.124, 0.952, 0.55, 0.5, unlabeled
I, 0.345, 0.255, 0.095, 0.183, 0.075, 0.0385, 0.06, unlabeled
F, 0.61, 0.485, 0.18, 1.2795, 0.5735, 0.2855, 0.355, unlabeled
I, 0.315, 0.235, 0.055, 0.151, 0.065, 0.027, 0.039, unlabeled
I, 0.51, 0.38, 0.115, 0.5155, 0.21499999999999997, 0.1135, 0.166, unlabeled
I, 0.495, 0.39000000000000007, 0.125, 0.6655, 0.284, 0.162, 0.2, unlabeled
M, 0.48999999999999994, 0.42, 0.125, 0.609, 0.239, 0.1435, 0.22, unlabeled
M, 0.695, 0.545, 0.185, 1.5715, 0.6645, 0.38349999999999995, 0.4505, unlabeled
F, 0.605, 0.49, 0.15, 1.1345, 0.5265, 0.2645, 0.295, unlabeled
M, 0.63, 0.485, 0.145, 1.062, 0.5065, 0.1785, 0.3365, unlabeled
M, 0.295, 0.21500000000000002, 0.075, 0.129, 0.05, 0.0295, 0.04, unlabeled
M, 0.615, 0.53, 0.16999999999999998, 1.12, 0.5775, 0.2095, 0.286, unlabeled
M, 0.645, 0.51, 0.155, 1.5390000000000001, 0.6405, 0.3585, 0.43, unlabeled
I, 0.415, 0.325, 0.115, 0.3285, 0.1405, 0.051, 0.106, unlabeled
M, 0.645, 0.5, 0.195, 1.401, 0.6165, 0.3515, 0.3725, unlabeled
F, 0.58, 0.425, 0.15, 0.844, 0.3645, 0.185, 0.2705, unlabeled
F, 0.71, 0.5, 0.15, 1.3165, 0.6835, 0.2815, 0.28, unlabeled
F, 0.4749999999999999, 0.37500000000000006, 0.125, 0.588, 0.23700000000000002, 0.1715, 0.155, unlabeled
I, 0.405, 0.31, 0.065, 0.3205, 0.1575, 0.066, 0.088, unlabeled
I, 0.355, 0.27, 0.075, 0.204, 0.3045, 0.046, 0.0595, unlabeled
M, 0.59, 0.45, 0.16, 0.998, 0.445, 0.21399999999999997, 0.301, unlabeled
I, 0.4, 0.315, 0.1, 0.3225, 0.143, 0.0735, 0.091, unlabeled
M, 0.385, 0.305, 0.09, 0.2775, 0.109, 0.0515, 0.1, unlabeled
M, 0.53, 0.415, 0.17499999999999996, 0.7395, 0.261, 0.1395, 0.2645, unlabeled
I, 0.485, 0.37500000000000006, 0.125, 0.562, 0.2505, 0.1345, 0.1525, unlabeled
M, 0.665, 0.525, 0.18, 1.429, 0.6715, 0.29, 0.4, unlabeled
M, 0.625, 0.465, 0.14, 1.195, 0.4825, 0.205, 0.4, unlabeled
I, 0.555, 0.435, 0.14, 0.765, 0.3945000000000001, 0.15, 0.206, unlabeled
I, 0.42, 0.315, 0.11, 0.4025, 0.1855, 0.083, 0.1015, unlabeled
F, 0.6, 0.47, 0.135, 0.97, 0.4655, 0.1955, 0.264, unlabeled
M, 0.545, 0.425, 0.135, 0.8445, 0.373, 0.21, 0.235, unlabeled
M, 0.5199999999999999, 0.415, 0.17499999999999996, 0.753, 0.258, 0.171, 0.255, unlabeled
I, 0.385, 0.29, 0.1, 0.2575, 0.10000000000000002, 0.061, 0.086, unlabeled
F, 0.63, 0.5, 0.16999999999999998, 1.3135, 0.5595, 0.267, 0.4, unlabeled
F, 0.525, 0.41, 0.115, 0.7745000000000001, 0.41600000000000004, 0.163, 0.18, unlabeled
I, 0.585, 0.45, 0.135, 0.855, 0.37950000000000006, 0.187, 0.26, unlabeled
M, 0.65, 0.515, 0.17499999999999996, 1.4805, 0.5295, 0.272, 0.525, unlabeled
F, 0.75, 0.57, 0.21, 2.236, 1.109, 0.5195, 0.545, unlabeled
I, 0.5, 0.385, 0.155, 0.762, 0.37950000000000006, 0.161, 0.19, unlabeled
M, 0.59, 0.455, 0.145, 1.073, 0.475, 0.19, 0.285, unlabeled
M, 0.6, 0.465, 0.18, 1.193, 0.5145, 0.315, 0.3055, unlabeled
M, 0.58, 0.465, 0.16, 1.0345, 0.315, 0.26, 0.3635, unlabeled
M, 0.555, 0.44, 0.15, 0.838, 0.4155, 0.146, 0.23, unlabeled
F, 0.54, 0.42, 0.13, 0.7505000000000001, 0.368, 0.1675, 0.1845, unlabeled
I, 0.31, 0.23000000000000004, 0.07, 0.1245, 0.05050000000000001, 0.0265, 0.038, unlabeled
I, 0.58, 0.425, 0.145, 0.83, 0.379, 0.1605, 0.2575, unlabeled
M, 0.63, 0.495, 0.18, 1.31, 0.495, 0.295, 0.4695, unlabeled
F, 0.675, 0.535, 0.185, 1.5575000000000003, 0.7035, 0.40199999999999997, 0.4, unlabeled
I, 0.575, 0.455, 0.155, 0.8725, 0.349, 0.2095, 0.285, unlabeled
F, 0.4749999999999999, 0.38, 0.145, 0.57, 0.167, 0.11799999999999998, 0.187, unlabeled
M, 0.495, 0.39000000000000007, 0.15, 0.853, 0.3285, 0.189, 0.26999999999999996, unlabeled
M, 0.65, 0.52, 0.155, 1.368, 0.6185, 0.288, 0.365, unlabeled
F, 0.605, 0.495, 0.16999999999999998, 1.2385, 0.528, 0.2465, 0.39, unlabeled
I, 0.64, 0.49, 0.135, 1.1, 0.48800000000000004, 0.2505, 0.2925, unlabeled
F, 0.615, 0.5, 0.165, 1.1765, 0.48800000000000004, 0.24399999999999997, 0.345, unlabeled
F, 0.655, 0.5, 0.205, 1.528, 0.6215, 0.3725, 0.4535, unlabeled
I, 0.48999999999999994, 0.385, 0.12000000000000001, 0.591, 0.271, 0.11250000000000002, 0.1775, unlabeled
M, 0.485, 0.4, 0.135, 0.663, 0.313, 0.137, 0.2, unlabeled
M, 0.59, 0.49, 0.165, 1.207, 0.559, 0.235, 0.309, unlabeled
M, 0.59, 0.465, 0.135, 0.9895, 0.42350000000000004, 0.199, 0.28, unlabeled
I, 0.415, 0.31, 0.095, 0.34, 0.181, 0.057, 0.083, unlabeled
F, 0.715, 0.565, 0.18, 1.7899999999999998, 0.844, 0.3535, 0.5384999999999999, unlabeled
I, 0.5199999999999999, 0.38, 0.115, 0.6645, 0.3285, 0.17, 0.1425, unlabeled
F, 0.67, 0.505, 0.17499999999999996, 1.0145, 0.4375, 0.271, 0.3745, unlabeled
M, 0.53, 0.41, 0.125, 0.769, 0.346, 0.173, 0.215, unlabeled
M, 0.575, 0.455, 0.145, 1.165, 0.581, 0.2275, 0.3, unlabeled
M, 0.6, 0.47, 0.165, 1.059, 0.504, 0.241, 0.275, unlabeled
F, 0.5, 0.4, 0.125, 0.5765, 0.23950000000000002, 0.126, 0.185, unlabeled
F, 0.55, 0.42999999999999994, 0.14, 0.84, 0.375, 0.218, 0.1945, unlabeled
F, 0.5049999999999999, 0.39000000000000007, 0.16, 0.644, 0.2475, 0.20250000000000004, 0.1635, unlabeled
F, 0.515, 0.42, 0.135, 0.6295, 0.2815, 0.127, 0.215, unlabeled
F, 0.575, 0.45, 0.16, 1.068, 0.556, 0.21399999999999997, 0.2575, unlabeled
M, 0.565, 0.44, 0.155, 0.868, 0.348, 0.217, 0.26, unlabeled
I, 0.51, 0.385, 0.145, 0.7665000000000001, 0.3985, 0.14, 0.1805, unlabeled
F, 0.51, 0.37500000000000006, 0.11, 0.5805, 0.2865, 0.11799999999999998, 0.148, unlabeled
F, 0.7, 0.55, 0.16999999999999998, 1.684, 0.7535000000000001, 0.3265, 0.32, unlabeled
M, 0.635, 0.515, 0.165, 1.229, 0.5055, 0.2975, 0.3535, unlabeled
I, 0.435, 0.33, 0.11, 0.413, 0.2055, 0.096, 0.096, unlabeled
M, 0.625, 0.455, 0.16999999999999998, 1.082, 0.4955, 0.2345, 0.315, unlabeled
F, 0.6, 0.475, 0.15, 1.13, 0.575, 0.196, 0.305, unlabeled
I, 0.5199999999999999, 0.415, 0.16, 0.595, 0.2105, 0.142, 0.26, unlabeled
F, 0.41, 0.315, 0.11, 0.321, 0.1255, 0.0655, 0.095, unlabeled
I, 0.325, 0.24, 0.075, 0.187, 0.0825, 0.0445, 0.05, unlabeled
I, 0.62, 0.48, 0.18, 1.1305, 0.5285, 0.2655, 0.306, unlabeled
I, 0.555, 0.425, 0.18, 0.875, 0.3695, 0.20049999999999998, 0.255, unlabeled
M, 0.71, 0.55, 0.2, 1.9045, 0.8820000000000001, 0.44, 0.5, unlabeled
F, 0.595, 0.465, 0.14, 1.113, 0.5175, 0.24399999999999997, 0.305, unlabeled
I, 0.34, 0.255, 0.075, 0.18, 0.0745, 0.04, 0.0525, unlabeled
F, 0.515, 0.435, 0.16999999999999998, 0.631, 0.2765, 0.111, 0.216, unlabeled
I, 0.26499999999999996, 0.21, 0.060000000000000005, 0.0965, 0.0425, 0.022, 0.03, unlabeled
M, 0.74, 0.58, 0.205, 2.381, 0.8154999999999999, 0.4695, 0.488, unlabeled
M, 0.615, 0.5, 0.16999999999999998, 1.054, 0.4845, 0.228, 0.295, unlabeled
I, 0.385, 0.30000000000000004, 0.095, 0.302, 0.152, 0.06149999999999999, 0.0735, unlabeled
I, 0.37, 0.2800000000000001, 0.095, 0.2655, 0.122, 0.05199999999999999, 0.08, unlabeled
M, 0.565, 0.42999999999999994, 0.13, 0.784, 0.3495, 0.1885, 0.213, unlabeled
M, 0.59, 0.44, 0.15, 0.8725, 0.38700000000000007, 0.21500000000000002, 0.245, unlabeled
M, 0.57, 0.455, 0.15, 0.96, 0.38700000000000007, 0.2385, 0.275, unlabeled
M, 0.78, 0.6, 0.21, 2.548, 1.1945, 0.5745, 0.6745, unlabeled
M, 0.63, 0.485, 0.18, 1.2435, 0.5175, 0.308, 0.37, unlabeled
M, 0.54, 0.42, 0.155, 0.7385, 0.3515, 0.152, 0.215, unlabeled
F, 0.725, 0.53, 0.19, 1.7315, 0.83, 0.398, 0.405, unlabeled
F, 0.545, 0.415, 0.16, 0.7715000000000001, 0.272, 0.1455, 0.2765, unlabeled
M, 0.5, 0.4050000000000001, 0.155, 0.772, 0.346, 0.1535, 0.245, unlabeled
F, 0.68, 0.515, 0.17499999999999996, 1.6185, 0.5125, 0.409, 0.62, unlabeled
F, 0.55, 0.42999999999999994, 0.155, 0.785, 0.289, 0.227, 0.233, unlabeled
F, 0.525, 0.42, 0.16, 0.756, 0.2745, 0.173, 0.275, unlabeled
I, 0.425, 0.30000000000000004, 0.095, 0.3515, 0.141, 0.0775, 0.12, unlabeled
M, 0.585, 0.45999999999999996, 0.185, 0.9219999999999999, 0.3635, 0.213, 0.285, unlabeled
I, 0.485, 0.37500000000000006, 0.13, 0.5535, 0.266, 0.11200000000000002, 0.157, unlabeled
I, 0.45499999999999996, 0.35, 0.135, 0.5365, 0.2855, 0.0855, 0.1325, unlabeled
M, 0.62, 0.475, 0.195, 1.3585, 0.5935, 0.3365, 0.3745, unlabeled
M, 0.575, 0.47, 0.14, 0.8375, 0.3485, 0.1735, 0.24, unlabeled
M, 0.54, 0.435, 0.18, 0.996, 0.3835, 0.226, 0.325, unlabeled
M, 0.485, 0.37, 0.155, 0.968, 0.41899999999999993, 0.24550000000000002, 0.2365, unlabeled
I, 0.27999999999999997, 0.21, 0.055, 0.106, 0.0415, 0.0265, 0.031, unlabeled
M, 0.465, 0.36000000000000004, 0.105, 0.488, 0.188, 0.0845, 0.19, unlabeled
M, 0.57, 0.45, 0.135, 1.02, 0.546, 0.204, 0.25, unlabeled
I, 0.4749999999999999, 0.365, 0.115, 0.49, 0.223, 0.1235, 0.1335, unlabeled
F, 0.58, 0.45, 0.195, 0.8265000000000001, 0.4035, 0.173, 0.225, unlabeled
M, 0.625, 0.49, 0.165, 1.205, 0.5175, 0.3105, 0.3465, unlabeled
I, 0.325, 0.24999999999999997, 0.07, 0.1745, 0.0875, 0.0355, 0.04, unlabeled
F, 0.645, 0.505, 0.165, 1.318, 0.55, 0.3015, 0.335, unlabeled
M, 0.48999999999999994, 0.385, 0.125, 0.609, 0.3065, 0.096, 0.1775, unlabeled
I, 0.5199999999999999, 0.38, 0.13, 0.5345, 0.2375, 0.122, 0.1535, unlabeled
I, 0.4749999999999999, 0.365, 0.105, 0.4175, 0.1645, 0.099, 0.127, unlabeled
F, 0.58, 0.45999999999999996, 0.12000000000000001, 0.9935, 0.4625, 0.2385, 0.28, unlabeled
F, 0.64, 0.485, 0.185, 1.4194999999999998, 0.6735, 0.3465, 0.3255, unlabeled
F, 0.495, 0.37, 0.12000000000000001, 0.594, 0.28, 0.11, 0.1375, unlabeled
I, 0.26499999999999996, 0.205, 0.07, 0.1055, 0.039, 0.041, 0.035, unlabeled
M, 0.61, 0.475, 0.155, 0.983, 0.4565000000000001, 0.228, 0.266, unlabeled
I, 0.43, 0.34, 0.11, 0.3645, 0.159, 0.0855, 0.105, unlabeled
M, 0.62, 0.495, 0.17499999999999996, 1.8059999999999998, 0.643, 0.3285, 0.725, unlabeled
M, 0.55, 0.41, 0.15, 0.785, 0.282, 0.186, 0.275, unlabeled
M, 0.64, 0.49, 0.155, 1.1285, 0.477, 0.269, 0.34, unlabeled
I, 0.43, 0.34, 0.0, 0.428, 0.2065, 0.086, 0.115, unlabeled
M, 0.625, 0.48, 0.16, 1.1415, 0.5795, 0.21449999999999997, 0.29, unlabeled
M, 0.69, 0.525, 0.17499999999999996, 1.7005000000000001, 0.8254999999999999, 0.362, 0.405, unlabeled
I, 0.375, 0.29, 0.14, 0.3, 0.14, 0.0625, 0.0825, unlabeled
F, 0.625, 0.49, 0.155, 1.115, 0.484, 0.277, 0.3095, unlabeled
F, 0.59, 0.455, 0.145, 1.063, 0.5155, 0.24449999999999997, 0.25, unlabeled
F, 0.435, 0.35, 0.125, 0.45899999999999996, 0.197, 0.1145, 0.145, unlabeled
I, 0.275, 0.205, 0.08, 0.096, 0.036, 0.0185, 0.03, unlabeled
I, 0.41, 0.305, 0.09, 0.3535, 0.157, 0.0745, 0.1, unlabeled
M, 0.5049999999999999, 0.4, 0.135, 0.723, 0.37699999999999995, 0.149, 0.178, unlabeled
M, 0.72, 0.57, 0.2, 1.8274999999999997, 0.919, 0.366, 0.485, unlabeled
M, 0.5199999999999999, 0.425, 0.155, 0.7735000000000001, 0.297, 0.12300000000000001, 0.255, unlabeled
F, 0.61, 0.47, 0.16, 1.0745, 0.4925, 0.23599999999999996, 0.29, unlabeled
M, 0.53, 0.41, 0.165, 0.732, 0.18899999999999997, 0.17, 0.31, unlabeled
F, 0.575, 0.45, 0.16, 0.9775, 0.3135, 0.23099999999999998, 0.33, unlabeled
M, 0.48999999999999994, 0.395, 0.135, 0.5545, 0.213, 0.0925, 0.215, unlabeled
I, 0.4749999999999999, 0.36000000000000004, 0.11, 0.45199999999999996, 0.191, 0.099, 0.13, unlabeled
I, 0.515, 0.4, 0.14, 0.7165, 0.3495, 0.1595, 0.1785, unlabeled
M, 0.27999999999999997, 0.21, 0.08, 0.1085, 0.041, 0.0265, 0.0345, unlabeled
I, 0.21500000000000002, 0.15, 0.055, 0.041, 0.015, 0.0090, 0.0125, unlabeled
M, 0.66, 0.51, 0.165, 1.6375, 0.7685000000000001, 0.3545, 0.3925, unlabeled
M, 0.6, 0.5, 0.16, 1.015, 0.3995, 0.1735, 0.33, unlabeled
M, 0.575, 0.45999999999999996, 0.155, 0.8919999999999999, 0.44150000000000006, 0.176, 0.22, unlabeled
M, 0.48, 0.37500000000000006, 0.145, 0.777, 0.21600000000000003, 0.13, 0.17, unlabeled
I, 0.4, 0.315, 0.08499999999999999, 0.2675, 0.116, 0.05850000000000001, 0.0765, unlabeled
M, 0.56, 0.45999999999999996, 0.235, 0.8395, 0.3325, 0.157, 0.305, unlabeled
M, 0.48, 0.37, 0.13, 0.643, 0.349, 0.11549999999999999, 0.135, unlabeled
F, 0.625, 0.49, 0.2, 1.3825, 0.5895, 0.285, 0.381, unlabeled
F, 0.46, 0.35, 0.115, 0.45999999999999996, 0.2025, 0.11149999999999999, 0.1165, unlabeled
